"Net generation for all sectors"
"https://www.eia.gov/electricity/data/browser/#/topic/0?agg=2,0,1&fuel=vtvv&geo=vvvvvvvvvvvvo&sec=g&freq=A&start=2023&end=2024&ctype=map&ltype=pin&rtype=s&maptype=0&rse=0&pin="
"Sat May 17 2025 17:01:09 GMT-0600 (Mountain Daylight Time)"
"Source: U.S. Energy Information Administration"
"Delaware : wood and wood-derived fuels","thousand megawatthours","ELEC.GEN.WWW-DE-99.A","--","--"
"Delaware : other biomass","thousand megawatthours","ELEC.GEN.WAS-DE-99.A",66,62
"Delaware : hydro-electric pumped storage","thousand megawatthours","ELEC.GEN.HPS-DE-99.A","--","--"
"Delaware : other","thousand megawatthours","ELEC.GEN.OTH-DE-99.A","--","--"
"Delaware : all solar","thousand megawatthours","ELEC.GEN.TSN-DE-99.A",344,372
"Delaware : small-scale solar photovoltaic","thousand megawatthours","ELEC.GEN.DPV-DE-99.A",189,205
"Delaware : all utility-scale solar","thousand megawatthours","ELEC.GEN.SUN-DE-99.A",155,167
"District Of Columbia",,"ELEC.GEN..A",,
"District Of Columbia : all fuels (utility-scale)","thousand megawatthours","ELEC.GEN.ALL-DC-99.A",172,211
"District Of Columbia : coal","thousand megawatthours","ELEC.GEN.COW-DC-99.A","--","--"
"District Of Columbia : petroleum liquids","thousand megawatthours","ELEC.GEN.PEL-DC-99.A",0,"NM"
"District Of Columbia : petroleum coke","thousand megawatthours","ELEC.GEN.PC-DC-99.A","--","--"
"District Of Columbia : natural gas","thousand megawatthours","ELEC.GEN.NG-DC-99.A",89,109
"District Of Columbia : other gases","thousand megawatthours","ELEC.GEN.OOG-DC-99.A","--","--"
"District Of Columbia : nuclear","thousand megawatthours","ELEC.GEN.NUC-DC-99.A","--","--"
"District Of Columbia : conventional hydroelectric","thousand megawatthours","ELEC.GEN.HYC-DC-99.A","--","--"
"District Of Columbia : other renewables",,"ELEC.GEN.AOR-DC-99.A",,
"District Of Columbia : wind","thousand megawatthours","ELEC.GEN.WND-DC-99.A","--","--"
"District Of Columbia : all utility-scale solar","thousand megawatthours","ELEC.GEN.SUN-DC-99.A",25,46
"District Of Columbia : geothermal","thousand megawatthours","ELEC.GEN.GEO-DC-99.A","--","--"
"District Of Columbia : biomass","thousand megawatthours","ELEC.GEN.BIO-DC-99.A",58,56
"District Of Columbia : wood and wood-derived fuels","thousand megawatthours","ELEC.GEN.WWW-DC-99.A","--","--"
"District Of Columbia : other biomass","thousand megawatthours","ELEC.GEN.WAS-DC-99.A",58,56
"District Of Columbia : hydro-electric pumped storage","thousand megawatthours","ELEC.GEN.HPS-DC-99.A","--","--"
"District Of Columbia : other","thousand megawatthours","ELEC.GEN.OTH-DC-99.A","--","--"
"District Of Columbia : all solar","thousand megawatthours","ELEC.GEN.TSN-DC-99.A",231,303
"District Of Columbia : small-scale solar photovoltaic","thousand megawatthours","ELEC.GEN.DPV-DC-99.A",206,257
"District Of Columbia : all utility-scale solar","thousand megawatthours","ELEC.GEN.SUN-DC-99.A",25,46
"Florida",,"ELEC.GEN..A",,
"Florida : all fuels (utility-scale)","thousand megawatthours","ELEC.GEN.ALL-FL-99.A",259798,265406
"Florida : coal","thousand megawatthours","ELEC.GEN.COW-FL-99.A",11691,7846
"Florida : petroleum liquids","thousand megawatthours","ELEC.GEN.PEL-FL-99.A",220,186
"Florida : petroleum coke","thousand megawatthours","ELEC.GEN.PC-FL-99.A",982,646
"Florida : natural gas","thousand megawatthours","ELEC.GEN.NG-FL-99.A",197191,203687
"Florida : other gases","thousand megawatthours","ELEC.GEN.OOG-FL-99.A",0,0
"Florida : nuclear","thousand megawatthours","ELEC.GEN.NUC-FL-99.A",29940,29054
"Florida : conventional hydroelectric","thousand megawatthours","ELEC.GEN.HYC-FL-99.A",224,223
"Florida : other renewables",,"ELEC.GEN.AOR-FL-99.A",,
"Florida : wind","thousand megawatthours","ELEC.GEN.WND-FL-99.A","--","--"
"Florida : all utility-scale solar","thousand megawatthours","ELEC.GEN.SUN-FL-99.A",14059,18680
"Florida : geothermal","thousand megawatthours","ELEC.GEN.GEO-FL-99.A","--","--"
"Florida : biomass","thousand megawatthours","ELEC.GEN.BIO-FL-99.A",3124,2975
"Florida : wood and wood-derived fuels","thousand megawatthours","ELEC.GEN.WWW-FL-99.A",1309,1284
"Florida : other biomass","thousand megawatthours","ELEC.GEN.WAS-FL-99.A",1814,1691
"Florida : hydro-electric pumped storage","thousand megawatthours","ELEC.GEN.HPS-FL-99.A","--","--"
"Florida : other","thousand megawatthours","ELEC.GEN.OTH-FL-99.A",2366,2109
"Florida : all solar","thousand megawatthours","ELEC.GEN.TSN-FL-99.A",17804,23302
"Florida : small-scale solar photovoltaic","thousand megawatthours","ELEC.GEN.DPV-FL-99.A",3745,4622
"Florida : all utility-scale solar","thousand megawatthours","ELEC.GEN.SUN-FL-99.A",14059,18680
"Georgia",,"ELEC.GEN..A",,
"Georgia : all fuels (utility-scale)","thousand megawatthours","ELEC.GEN.ALL-GA-99.A",129222,140481
"Georgia : coal","thousand megawatthours","ELEC.GEN.COW-GA-99.A",16769,17865
"Georgia : petroleum liquids","thousand megawatthours","ELEC.GEN.PEL-GA-99.A",182,228
"Georgia : petroleum coke","thousand megawatthours","ELEC.GEN.PC-GA-99.A",54,16
"Georgia : natural gas","thousand megawatthours","ELEC.GEN.NG-GA-99.A",60044,58055
"Georgia : other gases","thousand megawatthours","ELEC.GEN.OOG-GA-99.A","--","--"
"Georgia : nuclear","thousand megawatthours","ELEC.GEN.NUC-GA-99.A",37377,47976
"Georgia : conventional hydroelectric","thousand megawatthours","ELEC.GEN.HYC-GA-99.A",2872,3031
"Georgia : other renewables",,"ELEC.GEN.AOR-GA-99.A",,
"Georgia : wind","thousand megawatthours","ELEC.GEN.WND-GA-99.A","--","--"
"Georgia : all utility-scale solar","thousand megawatthours","ELEC.GEN.SUN-GA-99.A",7550,8780
"Georgia : geothermal","thousand megawatthours","ELEC.GEN.GEO-GA-99.A","--","--"
"Georgia : biomass","thousand megawatthours","ELEC.GEN.BIO-GA-99.A",4951,5214
"Georgia : wood and wood-derived fuels","thousand megawatthours","ELEC.GEN.WWW-GA-99.A",4639,4915
"Georgia : other biomass","thousand megawatthours","ELEC.GEN.WAS-GA-99.A",313,299
"Georgia : hydro-electric pumped storage","thousand megawatthours","ELEC.GEN.HPS-GA-99.A",-664,-760
"Georgia : other","thousand megawatthours","ELEC.GEN.OTH-GA-99.A",86,77
"Georgia : all solar","thousand megawatthours","ELEC.GEN.TSN-GA-99.A",8069,9348
"Georgia : small-scale solar photovoltaic","thousand megawatthours","ELEC.GEN.DPV-GA-99.A",519,568
"Georgia : all utility-scale solar","thousand megawatthours","ELEC.GEN.SUN-GA-99.A",7550,8780
"Maryland",,"ELEC.GEN..A",,
"Maryland : all fuels (utility-scale)","thousand megawatthours","ELEC.GEN.ALL-MD-99.A",36001,35815
"Maryland : coal","thousand megawatthours","ELEC.GEN.COW-MD-99.A",1709,2466
"Maryland : petroleum liquids","thousand megawatthours","ELEC.GEN.PEL-MD-99.A",64,204
"Maryland : petroleum coke","thousand megawatthours","ELEC.GEN.PC-MD-99.A","--","--"
"Maryland : natural gas","thousand megawatthours","ELEC.GEN.NG-MD-99.A",15336,14179
"Maryland : other gases","thousand megawatthours","ELEC.GEN.OOG-MD-99.A","--","--"
"Maryland : nuclear","thousand megawatthours","ELEC.GEN.NUC-MD-99.A",14984,14767
"Maryland : conventional hydroelectric","thousand megawatthours","ELEC.GEN.HYC-MD-99.A",1849,1853
"Maryland : other renewables",,"ELEC.GEN.AOR-MD-99.A",,
"Maryland : wind","thousand megawatthours","ELEC.GEN.WND-MD-99.A",482,558
"Maryland : all utility-scale solar","thousand megawatthours","ELEC.GEN.SUN-MD-99.A",943,1111
"Maryland : geothermal","thousand megawatthours","ELEC.GEN.GEO-MD-99.A","--","--"
"Maryland : biomass","thousand megawatthours","ELEC.GEN.BIO-MD-99.A",322,337
"Maryland : wood and wood-derived fuels","thousand megawatthours","ELEC.GEN.WWW-MD-99.A",3,0
"Maryland : other biomass","thousand megawatthours","ELEC.GEN.WAS-MD-99.A",319,337
"Maryland : hydro-electric pumped storage","thousand megawatthours","ELEC.GEN.HPS-MD-99.A","--","--"
"Maryland : other","thousand megawatthours","ELEC.GEN.OTH-MD-99.A",312,339
"Maryland : all solar","thousand megawatthours","ELEC.GEN.TSN-MD-99.A",2325,2603
"Maryland : small-scale solar photovoltaic","thousand megawatthours","ELEC.GEN.DPV-MD-99.A",1382,1491
"Maryland : all utility-scale solar","thousand megawatthours","ELEC.GEN.SUN-MD-99.A",943,1111
"North Carolina",,"ELEC.GEN..A",,
"North Carolina : all fuels (utility-scale)","thousand megawatthours","ELEC.GEN.ALL-NC-99.A",126553,135600
"North Carolina : coal","thousand megawatthours","ELEC.GEN.COW-NC-99.A",14205,17078
"North Carolina : petroleum liquids","thousand megawatthours","ELEC.GEN.PEL-NC-99.A",84,152
"North Carolina : petroleum coke","thousand megawatthours","ELEC.GEN.PC-NC-99.A","--","--"
"North Carolina : natural gas","thousand megawatthours","ELEC.GEN.NG-NC-99.A",51788,55965
"North Carolina : other gases","thousand megawatthours","ELEC.GEN.OOG-NC-99.A","--","--"
"North Carolina : nuclear","thousand megawatthours","ELEC.GEN.NUC-NC-99.A",42336,43349
"North Carolina : conventional hydroelectric","thousand megawatthours","ELEC.GEN.HYC-NC-99.A",4225,4529
"North Carolina : other renewables",,"ELEC.GEN.AOR-NC-99.A",,
"North Carolina : wind","thousand megawatthours","ELEC.GEN.WND-NC-99.A",529,530
"North Carolina : all utility-scale solar","thousand megawatthours","ELEC.GEN.SUN-NC-99.A",11459,12267
"North Carolina : geothermal","thousand megawatthours","ELEC.GEN.GEO-NC-99.A","--","--"
"North Carolina : biomass","thousand megawatthours","ELEC.GEN.BIO-NC-99.A",1692,1503
"North Carolina : wood and wood-derived fuels","thousand megawatthours","ELEC.GEN.WWW-NC-99.A",1230,1086
"North Carolina : other biomass","thousand megawatthours","ELEC.GEN.WAS-NC-99.A",462,418
"North Carolina : hydro-electric pumped storage","thousand megawatthours","ELEC.GEN.HPS-NC-99.A",0,0
"North Carolina : other","thousand megawatthours","ELEC.GEN.OTH-NC-99.A",235,225
"North Carolina : all solar","thousand megawatthours","ELEC.GEN.TSN-NC-99.A",12216,13174
"North Carolina : small-scale solar photovoltaic","thousand megawatthours","ELEC.GEN.DPV-NC-99.A",757,907
"North Carolina : all utility-scale solar","thousand megawatthours","ELEC.GEN.SUN-NC-99.A",11459,12267
"South Carolina",,"ELEC.GEN..A",,
"South Carolina : all fuels (utility-scale)","thousand megawatthours","ELEC.GEN.ALL-SC-99.A",100853,100380
"South Carolina : coal","thousand megawatthours","ELEC.GEN.COW-SC-99.A",15150,16842
"South Carolina : petroleum liquids","thousand megawatthours","ELEC.GEN.PEL-SC-99.A",96,101
"South Carolina : petroleum coke","thousand megawatthours","ELEC.GEN.PC-SC-99.A",0,0
"South Carolina : natural gas","thousand megawatthours","ELEC.GEN.NG-SC-99.A",23691,22663
"South Carolina : other gases","thousand megawatthours","ELEC.GEN.OOG-SC-99.A","--","--"
"South Carolina : nuclear","thousand megawatthours","ELEC.GEN.NUC-SC-99.A",55622,53770
"South Carolina : conventional hydroelectric","thousand megawatthours","ELEC.GEN.HYC-SC-99.A",2199,2372
"South Carolina : other renewables",,"ELEC.GEN.AOR-SC-99.A",,
"South Carolina : wind","thousand megawatthours","ELEC.GEN.WND-SC-99.A","--","--"
"South Carolina : all utility-scale solar","thousand megawatthours","ELEC.GEN.SUN-SC-99.A",2762,2954
"South Carolina : geothermal","thousand megawatthours","ELEC.GEN.GEO-SC-99.A","--","--"
"South Carolina : biomass","thousand megawatthours","ELEC.GEN.BIO-SC-99.A",1741,1883
"South Carolina : wood and wood-derived fuels","thousand megawatthours","ELEC.GEN.WWW-SC-99.A",1655,1804
"South Carolina : other biomass","thousand megawatthours","ELEC.GEN.WAS-SC-99.A",87,79
"South Carolina : hydro-electric pumped storage","thousand megawatthours","ELEC.GEN.HPS-SC-99.A",-454,-251
"South Carolina : other","thousand megawatthours","ELEC.GEN.OTH-SC-99.A",44,47
"South Carolina : all solar","thousand megawatthours","ELEC.GEN.TSN-SC-99.A",3351,3591
"South Carolina : small-scale solar photovoltaic","thousand megawatthours","ELEC.GEN.DPV-SC-99.A",589,637
"South Carolina : all utility-scale solar","thousand megawatthours","ELEC.GEN.SUN-SC-99.A",2762,2954
"Virginia",,"ELEC.GEN..A",,
"Virginia : all fuels (utility-scale)","thousand megawatthours","ELEC.GEN.ALL-VA-99.A",91059,101922
"Virginia : coal","thousand megawatthours","ELEC.GEN.COW-VA-99.A",1415,1972
"Virginia : petroleum liquids","thousand megawatthours","ELEC.GEN.PEL-VA-99.A",135,170
"Virginia : petroleum coke","thousand megawatthours","ELEC.GEN.PC-VA-99.A","--","--"
"Virginia : natural gas","thousand megawatthours","ELEC.GEN.NG-VA-99.A",50605,60352
"Virginia : other gases","thousand megawatthours","ELEC.GEN.OOG-VA-99.A","--","--"
"Virginia : nuclear","thousand megawatthours","ELEC.GEN.NUC-VA-99.A",29663,28945
"Virginia : conventional hydroelectric","thousand megawatthours","ELEC.GEN.HYC-VA-99.A",1391,1156
"Virginia : other renewables",,"ELEC.GEN.AOR-VA-99.A",,
"Virginia : wind","thousand megawatthours","ELEC.GEN.WND-VA-99.A",47,50
"Virginia : all utility-scale solar","thousand megawatthours","ELEC.GEN.SUN-VA-99.A",5421,7031
"Virginia : geothermal","thousand megawatthours","ELEC.GEN.GEO-VA-99.A","--","--"
"Virginia : biomass","thousand megawatthours","ELEC.GEN.BIO-VA-99.A",3361,3349
"Virginia : wood and wood-derived fuels","thousand megawatthours","ELEC.GEN.WWW-VA-99.A",2463,2549
"Virginia : other biomass","thousand megawatthours","ELEC.GEN.WAS-VA-99.A",898,800
"Virginia : hydro-electric pumped storage","thousand megawatthours","ELEC.GEN.HPS-VA-99.A",-1455,-1533
"Virginia : other","thousand megawatthours","ELEC.GEN.OTH-VA-99.A",477,428
"Virginia : all solar","thousand megawatthours","ELEC.GEN.TSN-VA-99.A",6129,8076
"Virginia : small-scale solar photovoltaic","thousand megawatthours","ELEC.GEN.DPV-VA-99.A",708,1044
"Virginia : all utility-scale solar","thousand megawatthours","ELEC.GEN.SUN-VA-99.A",5421,7031
"West Virginia",,"ELEC.GEN..A",,
"West Virginia : all fuels (utility-scale)","thousand megawatthours","ELEC.GEN.ALL-WV-99.A",52287,50845
"West Virginia : coal","thousand megawatthours","ELEC.GEN.COW-WV-99.A",44798,43075
"West Virginia : petroleum liquids","thousand megawatthours","ELEC.GEN.PEL-WV-99.A",163,125
"West Virginia : petroleum coke","thousand megawatthours","ELEC.GEN.PC-WV-99.A",0,0
"West Virginia : natural gas","thousand megawatthours","ELEC.GEN.NG-WV-99.A",3680,3864
"West Virginia : other gases","thousand megawatthours","ELEC.GEN.OOG-WV-99.A",32,40
"West Virginia : nuclear","thousand megawatthours","ELEC.GEN.NUC-WV-99.A","--","--"
"West Virginia : conventional hydroelectric","thousand megawatthours","ELEC.GEN.HYC-WV-99.A",1530,1530
"West Virginia : other renewables",,"ELEC.GEN.AOR-WV-99.A",,
"West Virginia : wind","thousand megawatthours","ELEC.GEN.WND-WV-99.A",2089,2003
"West Virginia : all utility-scale solar","thousand megawatthours","ELEC.GEN.SUN-WV-99.A","--",207
"West Virginia : geothermal","thousand megawatthours","ELEC.GEN.GEO-WV-99.A","--","--"
"West Virginia : biomass","thousand megawatthours","ELEC.GEN.BIO-WV-99.A",9,8
"West Virginia : wood and wood-derived fuels","thousand megawatthours","ELEC.GEN.WWW-WV-99.A","--","--"
"West Virginia : other biomass","thousand megawatthours","ELEC.GEN.WAS-WV-99.A",9,8
"West Virginia : hydro-electric pumped storage","thousand megawatthours","ELEC.GEN.HPS-WV-99.A","--","--"
"West Virginia : other","thousand megawatthours","ELEC.GEN.OTH-WV-99.A",-14,-7
"West Virginia : all solar","thousand megawatthours","ELEC.GEN.TSN-WV-99.A",47,268
"West Virginia : small-scale solar photovoltaic","thousand megawatthours","ELEC.GEN.DPV-WV-99.A",47,60
"West Virginia : all utility-scale solar","thousand megawatthours","ELEC.GEN.SUN-WV-99.A","--",207
"East South Central",,"ELEC.GEN..A",,
"East South Central : all fuels (utility-scale)","thousand megawatthours","ELEC.GEN.ALL-ESC-99.A",353377,360045
"East South Central : coal","thousand megawatthours","ELEC.GEN.COW-ESC-99.A",82459,86534
"East South Central : petroleum liquids","thousand megawatthours","ELEC.GEN.PEL-ESC-99.A",195,203
"East South Central : petroleum coke","thousand megawatthours","ELEC.GEN.PC-ESC-99.A",-0,0
"East South Central : natural gas","thousand megawatthours","ELEC.GEN.NG-ESC-99.A",147135,155909
"East South Central : other gases","thousand megawatthours","ELEC.GEN.OOG-ESC-99.A",11,12
"East South Central : nuclear","thousand megawatthours","ELEC.GEN.NUC-ESC-99.A",95266,87363
"East South Central : conventional hydroelectric","thousand megawatthours","ELEC.GEN.HYC-ESC-99.A",20426,20711
"East South Central : other renewables",,"ELEC.GEN.AOR-ESC-99.A",,
"East South Central : wind","thousand megawatthours","ELEC.GEN.WND-ESC-99.A",16,369
"East South Central : all utility-scale solar","thousand megawatthours","ELEC.GEN.SUN-ESC-99.A",2950,4156
"East South Central : geothermal","thousand megawatthours","ELEC.GEN.GEO-ESC-99.A","--","--"
"East South Central : biomass","thousand megawatthours","ELEC.GEN.BIO-ESC-99.A",5380,5351
"East South Central : wood and wood-derived fuels","thousand megawatthours","ELEC.GEN.WWW-ESC-99.A",5180,5154
"East South Central : other biomass","thousand megawatthours","ELEC.GEN.WAS-ESC-99.A",200,196
"East South Central : hydro-electric pumped storage","thousand megawatthours","ELEC.GEN.HPS-ESC-99.A",-554,-571
"East South Central : other","thousand megawatthours","ELEC.GEN.OTH-ESC-99.A",92,9
"East South Central : all solar","thousand megawatthours","ELEC.GEN.TSN-ESC-99.A",3199,4451
"East South Central : small-scale solar photovoltaic","thousand megawatthours","ELEC.GEN.DPV-ESC-99.A",248,296
"East South Central : all utility-scale solar","thousand megawatthours","ELEC.GEN.SUN-ESC-99.A",2950,4156
"Alabama",,"ELEC.GEN..A",,
"Alabama : all fuels (utility-scale)","thousand megawatthours","ELEC.GEN.ALL-AL-99.A",139435,143219
"Alabama : coal","thousand megawatthours","ELEC.GEN.COW-AL-99.A",19182,20936
"Alabama : petroleum liquids","thousand megawatthours","ELEC.GEN.PEL-AL-99.A",25,14
"Alabama : petroleum coke","thousand megawatthours","ELEC.GEN.PC-AL-99.A","--","--"
"Alabama : natural gas","thousand megawatthours","ELEC.GEN.NG-AL-99.A",61848,64557
"Alabama : other gases","thousand megawatthours","ELEC.GEN.OOG-AL-99.A",0,"NM"
"Alabama : nuclear","thousand megawatthours","ELEC.GEN.NUC-AL-99.A",45579,44487
"Alabama : conventional hydroelectric","thousand megawatthours","ELEC.GEN.HYC-AL-99.A",8430,8722
"Alabama : other renewables",,"ELEC.GEN.AOR-AL-99.A",,
"Alabama : wind","thousand megawatthours","ELEC.GEN.WND-AL-99.A","--","--"
"Alabama : all utility-scale solar","thousand megawatthours","ELEC.GEN.SUN-AL-99.A",1201,1257
"Alabama : geothermal","thousand megawatthours","ELEC.GEN.GEO-AL-99.A","--","--"
"Alabama : biomass","thousand megawatthours","ELEC.GEN.BIO-AL-99.A",3171,3246
"Alabama : wood and wood-derived fuels","thousand megawatthours","ELEC.GEN.WWW-AL-99.A",3129,3205
"Alabama : other biomass","thousand megawatthours","ELEC.GEN.WAS-AL-99.A",41,41
"Alabama : hydro-electric pumped storage","thousand megawatthours","ELEC.GEN.HPS-AL-99.A","--","--"
"Alabama : other","thousand megawatthours","ELEC.GEN.OTH-AL-99.A",-0,0
"Alabama : all solar","thousand megawatthours","ELEC.GEN.TSN-AL-99.A",1223,1284
"Alabama : small-scale solar photovoltaic","thousand megawatthours","ELEC.GEN.DPV-AL-99.A",22,27
"Alabama : all utility-scale solar","thousand megawatthours","ELEC.GEN.SUN-AL-99.A",1201,1257
"Kentucky",,"ELEC.GEN..A",,
"Kentucky : all fuels (utility-scale)","thousand megawatthours","ELEC.GEN.ALL-KY-99.A",63217,67029
"Kentucky : coal","thousand megawatthours","ELEC.GEN.COW-KY-99.A",43447,44829
"Kentucky : petroleum liquids","thousand megawatthours","ELEC.GEN.PEL-KY-99.A",61,58
"Kentucky : petroleum coke","thousand megawatthours","ELEC.GEN.PC-KY-99.A",-0,0
"Kentucky : natural gas","thousand megawatthours","ELEC.GEN.NG-KY-99.A",15090,17520
"Kentucky : other gases","thousand megawatthours","ELEC.GEN.OOG-KY-99.A","--","--"
"Kentucky : nuclear","thousand megawatthours","ELEC.GEN.NUC-KY-99.A","--","--"
"Kentucky : conventional hydroelectric","thousand megawatthours","ELEC.GEN.HYC-KY-99.A",3955,3949
"Kentucky : other renewables",,"ELEC.GEN.AOR-KY-99.A",,
"Kentucky : wind","thousand megawatthours","ELEC.GEN.WND-KY-99.A","--","--"
"Kentucky : all utility-scale solar","thousand megawatthours","ELEC.GEN.SUN-KY-99.A",155,245
"Kentucky : geothermal","thousand megawatthours","ELEC.GEN.GEO-KY-99.A","--","--"
"Kentucky : biomass","thousand megawatthours","ELEC.GEN.BIO-KY-99.A",418,416
"Kentucky : wood and wood-derived fuels","thousand megawatthours","ELEC.GEN.WWW-KY-99.A",329,329
"Kentucky : other biomass","thousand megawatthours","ELEC.GEN.WAS-KY-99.A",89,87
"Kentucky : hydro-electric pumped storage","thousand megawatthours","ELEC.GEN.HPS-KY-99.A","--","--"
"Kentucky : other","thousand megawatthours","ELEC.GEN.OTH-KY-99.A",91,12
"Kentucky : all solar","thousand megawatthours","ELEC.GEN.TSN-KY-99.A",286,406
"Kentucky : small-scale solar photovoltaic","thousand megawatthours","ELEC.GEN.DPV-KY-99.A",131,161
"Kentucky : all utility-scale solar","thousand megawatthours","ELEC.GEN.SUN-KY-99.A",155,245
"Mississippi",,"ELEC.GEN..A",,
"Mississippi : all fuels (utility-scale)","thousand megawatthours","ELEC.GEN.ALL-MS-99.A",72933,74371
"Mississippi : coal","thousand megawatthours","ELEC.GEN.COW-MS-99.A",4037,3334
"Mississippi : petroleum liquids","thousand megawatthours","ELEC.GEN.PEL-MS-99.A",7,9
"Mississippi : petroleum coke","thousand megawatthours","ELEC.GEN.PC-MS-99.A","--","--"
"Mississippi : natural gas","thousand megawatthours","ELEC.GEN.NG-MS-99.A",55168,57193
"Mississippi : other gases","thousand megawatthours","ELEC.GEN.OOG-MS-99.A","--","--"
"Mississippi : nuclear","thousand megawatthours","ELEC.GEN.NUC-MS-99.A",11750,10690
"Mississippi : conventional hydroelectric","thousand megawatthours","ELEC.GEN.HYC-MS-99.A","--","--"
"Mississippi : other renewables",,"ELEC.GEN.AOR-MS-99.A",,
"Mississippi : wind","thousand megawatthours","ELEC.GEN.WND-MS-99.A","--",347
"Mississippi : all utility-scale solar","thousand megawatthours","ELEC.GEN.SUN-MS-99.A",633,1553
"Mississippi : geothermal","thousand megawatthours","ELEC.GEN.GEO-MS-99.A","--","--"
"Mississippi : biomass","thousand megawatthours","ELEC.GEN.BIO-MS-99.A",1339,1249
"Mississippi : wood and wood-derived fuels","thousand megawatthours","ELEC.GEN.WWW-MS-99.A",1331,1241
"Mississippi : other biomass","thousand megawatthours","ELEC.GEN.WAS-MS-99.A",8,8
"Mississippi : hydro-electric pumped storage","thousand megawatthours","ELEC.GEN.HPS-MS-99.A","--","--"
"Mississippi : other","thousand megawatthours","ELEC.GEN.OTH-MS-99.A",0,-4
"Mississippi : all solar","thousand megawatthours","ELEC.GEN.TSN-MS-99.A",656,1583
"Mississippi : small-scale solar photovoltaic","thousand megawatthours","ELEC.GEN.DPV-MS-99.A",23,30
"Mississippi : all utility-scale solar","thousand megawatthours","ELEC.GEN.SUN-MS-99.A",633,1553
"Tennessee",,"ELEC.GEN..A",,
"Tennessee : all fuels (utility-scale)","thousand megawatthours","ELEC.GEN.ALL-TN-99.A",77791,75426
"Tennessee : coal","thousand megawatthours","ELEC.GEN.COW-TN-99.A",15793,17435
"Tennessee : petroleum liquids","thousand megawatthours","ELEC.GEN.PEL-TN-99.A",102,121
"Tennessee : petroleum coke","thousand megawatthours","ELEC.GEN.PC-TN-99.A","--","--"
"Tennessee : natural gas","thousand megawatthours","ELEC.GEN.NG-TN-99.A",15030,16639
"Tennessee : other gases","thousand megawatthours","ELEC.GEN.OOG-TN-99.A",11,12
"Tennessee : nuclear","thousand megawatthours","ELEC.GEN.NUC-TN-99.A",37937,32186
"Tennessee : conventional hydroelectric","thousand megawatthours","ELEC.GEN.HYC-TN-99.A",8042,8040
"Tennessee : other renewables",,"ELEC.GEN.AOR-TN-99.A",,
"Tennessee : wind","thousand megawatthours","ELEC.GEN.WND-TN-99.A",16,22
"Tennessee : all utility-scale solar","thousand megawatthours","ELEC.GEN.SUN-TN-99.A",961,1101
"Tennessee : geothermal","thousand megawatthours","ELEC.GEN.GEO-TN-99.A","--","--"
"Tennessee : biomass","thousand megawatthours","ELEC.GEN.BIO-TN-99.A",452,440
"Tennessee : wood and wood-derived fuels","thousand megawatthours","ELEC.GEN.WWW-TN-99.A",390,380
"Tennessee : other biomass","thousand megawatthours","ELEC.GEN.WAS-TN-99.A",62,61
"Tennessee : hydro-electric pumped storage","thousand megawatthours","ELEC.GEN.HPS-TN-99.A",-554,-571
"Tennessee : other","thousand megawatthours","ELEC.GEN.OTH-TN-99.A",0,0
"Tennessee : all solar","thousand megawatthours","ELEC.GEN.TSN-TN-99.A",1034,1178
"Tennessee : small-scale solar photovoltaic","thousand megawatthours","ELEC.GEN.DPV-TN-99.A",72,77
"Tennessee : all utility-scale solar","thousand megawatthours","ELEC.GEN.SUN-TN-99.A",961,1101
"West South Central",,"ELEC.GEN..A",,
"West South Central : all fuels (utility-scale)","thousand megawatthours","ELEC.GEN.ALL-WSC-99.A",797511,817398
"West South Central : coal","thousand megawatthours","ELEC.GEN.COW-WSC-99.A",98491,91105
"West South Central : petroleum liquids","thousand megawatthours","ELEC.GEN.PEL-WSC-99.A",250,329
"West South Central : petroleum coke","thousand megawatthours","ELEC.GEN.PC-WSC-99.A",1082,94
"West South Central : natural gas","thousand megawatthours","ELEC.GEN.NG-WSC-99.A",428274,436390
"West South Central : other gases","thousand megawatthours","ELEC.GEN.OOG-WSC-99.A",4132,3731
"West South Central : nuclear","thousand megawatthours","ELEC.GEN.NUC-WSC-99.A",67864,68062
"West South Central : conventional hydroelectric","thousand megawatthours","ELEC.GEN.HYC-WSC-99.A",6178,6413
"West South Central : other renewables",,"ELEC.GEN.AOR-WSC-99.A",,
"West South Central : wind","thousand megawatthours","ELEC.GEN.WND-WSC-99.A",156867,163571
"West South Central : all utility-scale solar","thousand megawatthours","ELEC.GEN.SUN-WSC-99.A",29317,43254
"West South Central : geothermal","thousand megawatthours","ELEC.GEN.GEO-WSC-99.A","--","--"
"West South Central : biomass","thousand megawatthours","ELEC.GEN.BIO-WSC-99.A",4247,4283
"West South Central : wood and wood-derived fuels","thousand megawatthours","ELEC.GEN.WWW-WSC-99.A",3885,3938
"West South Central : other biomass","thousand megawatthours","ELEC.GEN.WAS-WSC-99.A",362,346
"West South Central : hydro-electric pumped storage","thousand megawatthours","ELEC.GEN.HPS-WSC-99.A",47,29
"West South Central : other","thousand megawatthours","ELEC.GEN.OTH-WSC-99.A",762,138
"West South Central : all solar","thousand megawatthours","ELEC.GEN.TSN-WSC-99.A",34353,49294
"West South Central : small-scale solar photovoltaic","thousand megawatthours","ELEC.GEN.DPV-WSC-99.A",5035,6040
"West South Central : all utility-scale solar","thousand megawatthours","ELEC.GEN.SUN-WSC-99.A",29317,43254
