"Net generation for all sectors"
"https://www.eia.gov/electricity/data/browser/#/topic/0?agg=2,0,1&fuel=vtvv&geo=vvvvvvvvvvvvo&sec=g&freq=A&start=2023&end=2024&ctype=map&ltype=pin&rtype=s&maptype=0&rse=0&pin="
"Sat May 17 2025 17:01:09 GMT-0600 (Mountain Daylight Time)"
"Source: U.S. Energy Information Administration"
"Illinois : nuclear","thousand megawatthours","ELEC.GEN.NUC-IL-99.A",97559,99212
"Illinois : conventional hydroelectric","thousand megawatthours","ELEC.GEN.HYC-IL-99.A",92,74
"Illinois : other renewables",,"ELEC.GEN.AOR-IL-99.A",,
"Illinois : wind","thousand megawatthours","ELEC.GEN.WND-IL-99.A",21808,24432
"Illinois : all utility-scale solar","thousand megawatthours","ELEC.GEN.SUN-IL-99.A",1911,2703
"Illinois : geothermal","thousand megawatthours","ELEC.GEN.GEO-IL-99.A","--","--"
"Illinois : biomass","thousand megawatthours","ELEC.GEN.BIO-IL-99.A",242,254
"Illinois : wood and wood-derived fuels","thousand megawatthours","ELEC.GEN.WWW-IL-99.A",0,0
"Illinois : other biomass","thousand megawatthours","ELEC.GEN.WAS-IL-99.A",242,254
"Illinois : hydro-electric pumped storage","thousand megawatthours","ELEC.GEN.HPS-IL-99.A","--","--"
"Illinois : other","thousand megawatthours","ELEC.GEN.OTH-IL-99.A",256,234
"Illinois : all solar","thousand megawatthours","ELEC.GEN.TSN-IL-99.A",3447,4628
"Illinois : small-scale solar photovoltaic","thousand megawatthours","ELEC.GEN.DPV-IL-99.A",1536,1925
"Illinois : all utility-scale solar","thousand megawatthours","ELEC.GEN.SUN-IL-99.A",1911,2703
"Indiana",,"ELEC.GEN..A",,
"Indiana : all fuels (utility-scale)","thousand megawatthours","ELEC.GEN.ALL-IN-99.A",90047,94799
"Indiana : coal","thousand megawatthours","ELEC.GEN.COW-IN-99.A",40932,40610
"Indiana : petroleum liquids","thousand megawatthours","ELEC.GEN.PEL-IN-99.A",97,97
"Indiana : petroleum coke","thousand megawatthours","ELEC.GEN.PC-IN-99.A",0,0
"Indiana : natural gas","thousand megawatthours","ELEC.GEN.NG-IN-99.A",34849,38405
"Indiana : other gases","thousand megawatthours","ELEC.GEN.OOG-IN-99.A",2272,1675
"Indiana : nuclear","thousand megawatthours","ELEC.GEN.NUC-IN-99.A","--","--"
"Indiana : conventional hydroelectric","thousand megawatthours","ELEC.GEN.HYC-IN-99.A",464,460
"Indiana : other renewables",,"ELEC.GEN.AOR-IN-99.A",,
"Indiana : wind","thousand megawatthours","ELEC.GEN.WND-IN-99.A",8844,9793
"Indiana : all utility-scale solar","thousand megawatthours","ELEC.GEN.SUN-IN-99.A",1854,3102
"Indiana : geothermal","thousand megawatthours","ELEC.GEN.GEO-IN-99.A","--","--"
"Indiana : biomass","thousand megawatthours","ELEC.GEN.BIO-IN-99.A",254,226
"Indiana : wood and wood-derived fuels","thousand megawatthours","ELEC.GEN.WWW-IN-99.A",0,0
"Indiana : other biomass","thousand megawatthours","ELEC.GEN.WAS-IN-99.A",254,226
"Indiana : hydro-electric pumped storage","thousand megawatthours","ELEC.GEN.HPS-IN-99.A","--","--"
"Indiana : other","thousand megawatthours","ELEC.GEN.OTH-IN-99.A",482,432
"Indiana : all solar","thousand megawatthours","ELEC.GEN.TSN-IN-99.A",2203,3489
"Indiana : small-scale solar photovoltaic","thousand megawatthours","ELEC.GEN.DPV-IN-99.A",349,387
"Indiana : all utility-scale solar","thousand megawatthours","ELEC.GEN.SUN-IN-99.A",1854,3102
"Michigan",,"ELEC.GEN..A",,
"Michigan : all fuels (utility-scale)","thousand megawatthours","ELEC.GEN.ALL-MI-99.A",120657,124719
"Michigan : coal","thousand megawatthours","ELEC.GEN.COW-MI-99.A",23555,25741
"Michigan : petroleum liquids","thousand megawatthours","ELEC.GEN.PEL-MI-99.A",97,93
"Michigan : petroleum coke","thousand megawatthours","ELEC.GEN.PC-MI-99.A",1257,1406
"Michigan : natural gas","thousand megawatthours","ELEC.GEN.NG-MI-99.A",54068,56039
"Michigan : other gases","thousand megawatthours","ELEC.GEN.OOG-MI-99.A",1377,946
"Michigan : nuclear","thousand megawatthours","ELEC.GEN.NUC-MI-99.A",27996,26281
"Michigan : conventional hydroelectric","thousand megawatthours","ELEC.GEN.HYC-MI-99.A",1395,1360
"Michigan : other renewables",,"ELEC.GEN.AOR-MI-99.A",,
"Michigan : wind","thousand megawatthours","ELEC.GEN.WND-MI-99.A",8292,9764
"Michigan : all utility-scale solar","thousand megawatthours","ELEC.GEN.SUN-MI-99.A",1269,1916
"Michigan : geothermal","thousand megawatthours","ELEC.GEN.GEO-MI-99.A","--","--"
"Michigan : biomass","thousand megawatthours","ELEC.GEN.BIO-MI-99.A",2023,2030
"Michigan : wood and wood-derived fuels","thousand megawatthours","ELEC.GEN.WWW-MI-99.A",1269,1338
"Michigan : other biomass","thousand megawatthours","ELEC.GEN.WAS-MI-99.A",754,692
"Michigan : hydro-electric pumped storage","thousand megawatthours","ELEC.GEN.HPS-MI-99.A",-810,-976
"Michigan : other","thousand megawatthours","ELEC.GEN.OTH-MI-99.A",138,121
"Michigan : all solar","thousand megawatthours","ELEC.GEN.TSN-MI-99.A",1566,2262
"Michigan : small-scale solar photovoltaic","thousand megawatthours","ELEC.GEN.DPV-MI-99.A",298,346
"Michigan : all utility-scale solar","thousand megawatthours","ELEC.GEN.SUN-MI-99.A",1269,1916
"Ohio",,"ELEC.GEN..A",,
"Ohio : all fuels (utility-scale)","thousand megawatthours","ELEC.GEN.ALL-OH-99.A",133223,142876
"Ohio : coal","thousand megawatthours","ELEC.GEN.COW-OH-99.A",31436,30180
"Ohio : petroleum liquids","thousand megawatthours","ELEC.GEN.PEL-OH-99.A",114,141
"Ohio : petroleum coke","thousand megawatthours","ELEC.GEN.PC-OH-99.A",935,835
"Ohio : natural gas","thousand megawatthours","ELEC.GEN.NG-OH-99.A",78705,85417
"Ohio : other gases","thousand megawatthours","ELEC.GEN.OOG-OH-99.A",787,682
"Ohio : nuclear","thousand megawatthours","ELEC.GEN.NUC-OH-99.A",16207,17947
"Ohio : conventional hydroelectric","thousand megawatthours","ELEC.GEN.HYC-OH-99.A",507,504
"Ohio : other renewables",,"ELEC.GEN.AOR-OH-99.A",,
"Ohio : wind","thousand megawatthours","ELEC.GEN.WND-OH-99.A",2819,2865
"Ohio : all utility-scale solar","thousand megawatthours","ELEC.GEN.SUN-OH-99.A",1382,4021
"Ohio : geothermal","thousand megawatthours","ELEC.GEN.GEO-OH-99.A","--","--"
"Ohio : biomass","thousand megawatthours","ELEC.GEN.BIO-OH-99.A",324,279
"Ohio : wood and wood-derived fuels","thousand megawatthours","ELEC.GEN.WWW-OH-99.A",167,134
"Ohio : other biomass","thousand megawatthours","ELEC.GEN.WAS-OH-99.A",157,145
"Ohio : hydro-electric pumped storage","thousand megawatthours","ELEC.GEN.HPS-OH-99.A","--","--"
"Ohio : other","thousand megawatthours","ELEC.GEN.OTH-OH-99.A",6,5
"Ohio : all solar","thousand megawatthours","ELEC.GEN.TSN-OH-99.A",1800,4530
"Ohio : small-scale solar photovoltaic","thousand megawatthours","ELEC.GEN.DPV-OH-99.A",418,509
"Ohio : all utility-scale solar","thousand megawatthours","ELEC.GEN.SUN-OH-99.A",1382,4021
"Wisconsin",,"ELEC.GEN..A",,
"Wisconsin : all fuels (utility-scale)","thousand megawatthours","ELEC.GEN.ALL-WI-99.A",62549,65567
"Wisconsin : coal","thousand megawatthours","ELEC.GEN.COW-WI-99.A",21087,20816
"Wisconsin : petroleum liquids","thousand megawatthours","ELEC.GEN.PEL-WI-99.A",48,"NM"
"Wisconsin : petroleum coke","thousand megawatthours","ELEC.GEN.PC-WI-99.A",43,3
"Wisconsin : natural gas","thousand megawatthours","ELEC.GEN.NG-WI-99.A",25621,26658
"Wisconsin : other gases","thousand megawatthours","ELEC.GEN.OOG-WI-99.A","--","--"
"Wisconsin : nuclear","thousand megawatthours","ELEC.GEN.NUC-WI-99.A",9683,10147
"Wisconsin : conventional hydroelectric","thousand megawatthours","ELEC.GEN.HYC-WI-99.A",1926,1905
"Wisconsin : other renewables",,"ELEC.GEN.AOR-WI-99.A",,
"Wisconsin : wind","thousand megawatthours","ELEC.GEN.WND-WI-99.A",1738,1994
"Wisconsin : all utility-scale solar","thousand megawatthours","ELEC.GEN.SUN-WI-99.A",1277,2939
"Wisconsin : geothermal","thousand megawatthours","ELEC.GEN.GEO-WI-99.A","--","--"
"Wisconsin : biomass","thousand megawatthours","ELEC.GEN.BIO-WI-99.A",1030,943
"Wisconsin : wood and wood-derived fuels","thousand megawatthours","ELEC.GEN.WWW-WI-99.A",647,613
"Wisconsin : other biomass","thousand megawatthours","ELEC.GEN.WAS-WI-99.A",383,331
"Wisconsin : hydro-electric pumped storage","thousand megawatthours","ELEC.GEN.HPS-WI-99.A","--","--"
"Wisconsin : other","thousand megawatthours","ELEC.GEN.OTH-WI-99.A",95,107
"Wisconsin : all solar","thousand megawatthours","ELEC.GEN.TSN-WI-99.A",1564,3302
"Wisconsin : small-scale solar photovoltaic","thousand megawatthours","ELEC.GEN.DPV-WI-99.A",287,363
"Wisconsin : all utility-scale solar","thousand megawatthours","ELEC.GEN.SUN-WI-99.A",1277,2939
"West North Central",,"ELEC.GEN..A",,
"West North Central : all fuels (utility-scale)","thousand megawatthours","ELEC.GEN.ALL-WNC-99.A",351225,356040
"West North Central : coal","thousand megawatthours","ELEC.GEN.COW-WNC-99.A",127850,118893
"West North Central : petroleum liquids","thousand megawatthours","ELEC.GEN.PEL-WNC-99.A",418,469
"West North Central : petroleum coke","thousand megawatthours","ELEC.GEN.PC-WNC-99.A",2,5
"West North Central : natural gas","thousand megawatthours","ELEC.GEN.NG-WNC-99.A",44054,47200
"West North Central : other gases","thousand megawatthours","ELEC.GEN.OOG-WNC-99.A",23,28
"West North Central : nuclear","thousand megawatthours","ELEC.GEN.NUC-WNC-99.A",38331,37670
"West North Central : conventional hydroelectric","thousand megawatthours","ELEC.GEN.HYC-WNC-99.A",10055,10009
"West North Central : other renewables",,"ELEC.GEN.AOR-WNC-99.A",,
"West North Central : wind","thousand megawatthours","ELEC.GEN.WND-WNC-99.A",125583,135774
"West North Central : all utility-scale solar","thousand megawatthours","ELEC.GEN.SUN-WNC-99.A",2997,3834
"West North Central : geothermal","thousand megawatthours","ELEC.GEN.GEO-WNC-99.A","--","--"
"West North Central : biomass","thousand megawatthours","ELEC.GEN.BIO-WNC-99.A",1616,1664
"West North Central : wood and wood-derived fuels","thousand megawatthours","ELEC.GEN.WWW-WNC-99.A",904,961
"West North Central : other biomass","thousand megawatthours","ELEC.GEN.WAS-WNC-99.A",712,703
"West North Central : hydro-electric pumped storage","thousand megawatthours","ELEC.GEN.HPS-WNC-99.A",-49,147
"West North Central : other","thousand megawatthours","ELEC.GEN.OTH-WNC-99.A",344,347
"West North Central : all solar","thousand megawatthours","ELEC.GEN.TSN-WNC-99.A",4586,5710
"West North Central : small-scale solar photovoltaic","thousand megawatthours","ELEC.GEN.DPV-WNC-99.A",1589,1875
"West North Central : all utility-scale solar","thousand megawatthours","ELEC.GEN.SUN-WNC-99.A",2997,3834
"Iowa",,"ELEC.GEN..A",,
"Iowa : all fuels (utility-scale)","thousand megawatthours","ELEC.GEN.ALL-IA-99.A",69837,69874
"Iowa : coal","thousand megawatthours","ELEC.GEN.COW-IA-99.A",16414,14481
"Iowa : petroleum liquids","thousand megawatthours","ELEC.GEN.PEL-IA-99.A",62,57
"Iowa : petroleum coke","thousand megawatthours","ELEC.GEN.PC-IA-99.A",2,5
"Iowa : natural gas","thousand megawatthours","ELEC.GEN.NG-IA-99.A",10241,9185
"Iowa : other gases","thousand megawatthours","ELEC.GEN.OOG-IA-99.A","--","--"
"Iowa : nuclear","thousand megawatthours","ELEC.GEN.NUC-IA-99.A","--","--"
"Iowa : conventional hydroelectric","thousand megawatthours","ELEC.GEN.HYC-IA-99.A",948,958
"Iowa : other renewables",,"ELEC.GEN.AOR-IA-99.A",,
"Iowa : wind","thousand megawatthours","ELEC.GEN.WND-IA-99.A",41439,44306
"Iowa : all utility-scale solar","thousand megawatthours","ELEC.GEN.SUN-IA-99.A",521,671
"Iowa : geothermal","thousand megawatthours","ELEC.GEN.GEO-IA-99.A","--","--"
"Iowa : biomass","thousand megawatthours","ELEC.GEN.BIO-IA-99.A",209,211
"Iowa : wood and wood-derived fuels","thousand megawatthours","ELEC.GEN.WWW-IA-99.A",1,1
"Iowa : other biomass","thousand megawatthours","ELEC.GEN.WAS-IA-99.A",208,210
"Iowa : hydro-electric pumped storage","thousand megawatthours","ELEC.GEN.HPS-IA-99.A","--","--"
"Iowa : other","thousand megawatthours","ELEC.GEN.OTH-IA-99.A",-0,0
"Iowa : all solar","thousand megawatthours","ELEC.GEN.TSN-IA-99.A",911,1150
"Iowa : small-scale solar photovoltaic","thousand megawatthours","ELEC.GEN.DPV-IA-99.A",390,479
"Iowa : all utility-scale solar","thousand megawatthours","ELEC.GEN.SUN-IA-99.A",521,671
"Kansas",,"ELEC.GEN..A",,
"Kansas : all fuels (utility-scale)","thousand megawatthours","ELEC.GEN.ALL-KS-99.A",58457,58481
"Kansas : coal","thousand megawatthours","ELEC.GEN.COW-KS-99.A",16291,13079
"Kansas : petroleum liquids","thousand megawatthours","ELEC.GEN.PEL-KS-99.A",59,109
"Kansas : petroleum coke","thousand megawatthours","ELEC.GEN.PC-KS-99.A","--","--"
"Kansas : natural gas","thousand megawatthours","ELEC.GEN.NG-KS-99.A",4369,5596
"Kansas : other gases","thousand megawatthours","ELEC.GEN.OOG-KS-99.A","--","--"
"Kansas : nuclear","thousand megawatthours","ELEC.GEN.NUC-KS-99.A",10302,9204
"Kansas : conventional hydroelectric","thousand megawatthours","ELEC.GEN.HYC-KS-99.A",13,20
"Kansas : other renewables",,"ELEC.GEN.AOR-KS-99.A",,
"Kansas : wind","thousand megawatthours","ELEC.GEN.WND-KS-99.A",27273,30320
"Kansas : all utility-scale solar","thousand megawatthours","ELEC.GEN.SUN-KS-99.A",81,83
"Kansas : geothermal","thousand megawatthours","ELEC.GEN.GEO-KS-99.A","--","--"
"Kansas : biomass","thousand megawatthours","ELEC.GEN.BIO-KS-99.A",66,64
"Kansas : wood and wood-derived fuels","thousand megawatthours","ELEC.GEN.WWW-KS-99.A","--","--"
"Kansas : other biomass","thousand megawatthours","ELEC.GEN.WAS-KS-99.A",66,64
"Kansas : hydro-electric pumped storage","thousand megawatthours","ELEC.GEN.HPS-KS-99.A","--","--"
"Kansas : other","thousand megawatthours","ELEC.GEN.OTH-KS-99.A",3,5
"Kansas : all solar","thousand megawatthours","ELEC.GEN.TSN-KS-99.A",210,250
"Kansas : small-scale solar photovoltaic","thousand megawatthours","ELEC.GEN.DPV-KS-99.A",129,167
"Kansas : all utility-scale solar","thousand megawatthours","ELEC.GEN.SUN-KS-99.A",81,83
"Minnesota",,"ELEC.GEN..A",,
"Minnesota : all fuels (utility-scale)","thousand megawatthours","ELEC.GEN.ALL-MN-99.A",57277,58286
"Minnesota : coal","thousand megawatthours","ELEC.GEN.COW-MN-99.A",12794,11422
"Minnesota : petroleum liquids","thousand megawatthours","ELEC.GEN.PEL-MN-99.A",54,"NM"
"Minnesota : petroleum coke","thousand megawatthours","ELEC.GEN.PC-MN-99.A","--","--"
"Minnesota : natural gas","thousand megawatthours","ELEC.GEN.NG-MN-99.A",13824,15435
"Minnesota : other gases","thousand megawatthours","ELEC.GEN.OOG-MN-99.A","--","--"
"Minnesota : nuclear","thousand megawatthours","ELEC.GEN.NUC-MN-99.A",11924,11845
"Minnesota : conventional hydroelectric","thousand megawatthours","ELEC.GEN.HYC-MN-99.A",750,747
"Minnesota : other renewables",,"ELEC.GEN.AOR-MN-99.A",,
"Minnesota : wind","thousand megawatthours","ELEC.GEN.WND-MN-99.A",14398,14934
"Minnesota : all utility-scale solar","thousand megawatthours","ELEC.GEN.SUN-MN-99.A",2094,2357
"Minnesota : geothermal","thousand megawatthours","ELEC.GEN.GEO-MN-99.A","--","--"
"Minnesota : biomass","thousand megawatthours","ELEC.GEN.BIO-MN-99.A",1135,1192
"Minnesota : wood and wood-derived fuels","thousand megawatthours","ELEC.GEN.WWW-MN-99.A",847,896
"Minnesota : other biomass","thousand megawatthours","ELEC.GEN.WAS-MN-99.A",288,296
"Minnesota : hydro-electric pumped storage","thousand megawatthours","ELEC.GEN.HPS-MN-99.A","--","--"
"Minnesota : other","thousand megawatthours","ELEC.GEN.OTH-MN-99.A",303,306
"Minnesota : all solar","thousand megawatthours","ELEC.GEN.TSN-MN-99.A",2417,2758
"Minnesota : small-scale solar photovoltaic","thousand megawatthours","ELEC.GEN.DPV-MN-99.A",323,401
"Minnesota : all utility-scale solar","thousand megawatthours","ELEC.GEN.SUN-MN-99.A",2094,2357
"Missouri",,"ELEC.GEN..A",,
"Missouri : all fuels (utility-scale)","thousand megawatthours","ELEC.GEN.ALL-MO-99.A",66703,67921
"Missouri : coal","thousand megawatthours","ELEC.GEN.COW-MO-99.A",40347,38831
"Missouri : petroleum liquids","thousand megawatthours","ELEC.GEN.PEL-MO-99.A",132,146
"Missouri : petroleum coke","thousand megawatthours","ELEC.GEN.PC-MO-99.A","--","--"
"Missouri : natural gas","thousand megawatthours","ELEC.GEN.NG-MO-99.A",9260,10288
"Missouri : other gases","thousand megawatthours","ELEC.GEN.OOG-MO-99.A","--","--"
"Missouri : nuclear","thousand megawatthours","ELEC.GEN.NUC-MO-99.A",9180,10526
"Missouri : conventional hydroelectric","thousand megawatthours","ELEC.GEN.HYC-MO-99.A",785,872
"Missouri : other renewables",,"ELEC.GEN.AOR-MO-99.A",,
"Missouri : wind","thousand megawatthours","ELEC.GEN.WND-MO-99.A",6775,6810
"Missouri : all utility-scale solar","thousand megawatthours","ELEC.GEN.SUN-MO-99.A",174,200
"Missouri : geothermal","thousand megawatthours","ELEC.GEN.GEO-MO-99.A","--","--"
"Missouri : biomass","thousand megawatthours","ELEC.GEN.BIO-MO-99.A",99,100
"Missouri : wood and wood-derived fuels","thousand megawatthours","ELEC.GEN.WWW-MO-99.A",40,48
"Missouri : other biomass","thousand megawatthours","ELEC.GEN.WAS-MO-99.A",59,52
"Missouri : hydro-electric pumped storage","thousand megawatthours","ELEC.GEN.HPS-MO-99.A",-49,147
"Missouri : other","thousand megawatthours","ELEC.GEN.OTH-MO-99.A",0,0
"Missouri : all solar","thousand megawatthours","ELEC.GEN.TSN-MO-99.A",867,961
"Missouri : small-scale solar photovoltaic","thousand megawatthours","ELEC.GEN.DPV-MO-99.A",692,762
"Missouri : all utility-scale solar","thousand megawatthours","ELEC.GEN.SUN-MO-99.A",174,200
"Nebraska",,"ELEC.GEN..A",,
"Nebraska : all fuels (utility-scale)","thousand megawatthours","ELEC.GEN.ALL-NE-99.A",39446,37723
"Nebraska : coal","thousand megawatthours","ELEC.GEN.COW-NE-99.A",17916,16345
"Nebraska : petroleum liquids","thousand megawatthours","ELEC.GEN.PEL-NE-99.A",35,"NM"
"Nebraska : petroleum coke","thousand megawatthours","ELEC.GEN.PC-NE-99.A","--","--"
"Nebraska : natural gas","thousand megawatthours","ELEC.GEN.NG-NE-99.A",1411,1603
"Nebraska : other gases","thousand megawatthours","ELEC.GEN.OOG-NE-99.A","--","--"
"Nebraska : nuclear","thousand megawatthours","ELEC.GEN.NUC-NE-99.A",6926,6096
"Nebraska : conventional hydroelectric","thousand megawatthours","ELEC.GEN.HYC-NE-99.A",1143,1125
"Nebraska : other renewables",,"ELEC.GEN.AOR-NE-99.A",,
"Nebraska : wind","thousand megawatthours","ELEC.GEN.WND-NE-99.A",11845,12245
"Nebraska : all utility-scale solar","thousand megawatthours","ELEC.GEN.SUN-NE-99.A",79,185
"Nebraska : geothermal","thousand megawatthours","ELEC.GEN.GEO-NE-99.A","--","--"
"Nebraska : biomass","thousand megawatthours","ELEC.GEN.BIO-NE-99.A",90,81
"Nebraska : wood and wood-derived fuels","thousand megawatthours","ELEC.GEN.WWW-NE-99.A",0,0
"Nebraska : other biomass","thousand megawatthours","ELEC.GEN.WAS-NE-99.A",90,81
"Nebraska : hydro-electric pumped storage","thousand megawatthours","ELEC.GEN.HPS-NE-99.A","--","--"
"Nebraska : other","thousand megawatthours","ELEC.GEN.OTH-NE-99.A",-0,0
"Nebraska : all solar","thousand megawatthours","ELEC.GEN.TSN-NE-99.A",129,243
"Nebraska : small-scale solar photovoltaic","thousand megawatthours","ELEC.GEN.DPV-NE-99.A",49,57
"Nebraska : all utility-scale solar","thousand megawatthours","ELEC.GEN.SUN-NE-99.A",79,185
"North Dakota",,"ELEC.GEN..A",,
"North Dakota : all fuels (utility-scale)","thousand megawatthours","ELEC.GEN.ALL-ND-99.A",42069,43252
"North Dakota : coal","thousand megawatthours","ELEC.GEN.COW-ND-99.A",22525,23171
"North Dakota : petroleum liquids","thousand megawatthours","ELEC.GEN.PEL-ND-99.A",53,44
"North Dakota : petroleum coke","thousand megawatthours","ELEC.GEN.PC-ND-99.A","--","--"
"North Dakota : natural gas","thousand megawatthours","ELEC.GEN.NG-ND-99.A",2833,2869
"North Dakota : other gases","thousand megawatthours","ELEC.GEN.OOG-ND-99.A",23,28
"North Dakota : nuclear","thousand megawatthours","ELEC.GEN.NUC-ND-99.A","--","--"
"North Dakota : conventional hydroelectric","thousand megawatthours","ELEC.GEN.HYC-ND-99.A",2119,2074
"North Dakota : other renewables",,"ELEC.GEN.AOR-ND-99.A",,
"North Dakota : wind","thousand megawatthours","ELEC.GEN.WND-ND-99.A",14477,15030
"North Dakota : all utility-scale solar","thousand megawatthours","ELEC.GEN.SUN-ND-99.A","--","--"
"North Dakota : geothermal","thousand megawatthours","ELEC.GEN.GEO-ND-99.A","--","--"
"North Dakota : biomass","thousand megawatthours","ELEC.GEN.BIO-ND-99.A",0,0
"North Dakota : wood and wood-derived fuels","thousand megawatthours","ELEC.GEN.WWW-ND-99.A","--","--"
"North Dakota : other biomass","thousand megawatthours","ELEC.GEN.WAS-ND-99.A",0,0
"North Dakota : hydro-electric pumped storage","thousand megawatthours","ELEC.GEN.HPS-ND-99.A","--","--"
"North Dakota : other","thousand megawatthours","ELEC.GEN.OTH-ND-99.A",38,36
"North Dakota : all solar","thousand megawatthours","ELEC.GEN.TSN-ND-99.A",2,3
"North Dakota : small-scale solar photovoltaic","thousand megawatthours","ELEC.GEN.DPV-ND-99.A",2,3
"North Dakota : all utility-scale solar","thousand megawatthours","ELEC.GEN.SUN-ND-99.A","--","--"
"South Dakota",,"ELEC.GEN..A",,
"South Dakota : all fuels (utility-scale)","thousand megawatthours","ELEC.GEN.ALL-SD-99.A",17436,20503
"South Dakota : coal","thousand megawatthours","ELEC.GEN.COW-SD-99.A",1563,1563
"South Dakota : petroleum liquids","thousand megawatthours","ELEC.GEN.PEL-SD-99.A",23,"NM"
"South Dakota : petroleum coke","thousand megawatthours","ELEC.GEN.PC-SD-99.A","--","--"
"South Dakota : natural gas","thousand megawatthours","ELEC.GEN.NG-SD-99.A",2116,2223
"South Dakota : other gases","thousand megawatthours","ELEC.GEN.OOG-SD-99.A",0,0
"South Dakota : nuclear","thousand megawatthours","ELEC.GEN.NUC-SD-99.A","--","--"
"South Dakota : conventional hydroelectric","thousand megawatthours","ELEC.GEN.HYC-SD-99.A",4296,4214
"South Dakota : other renewables",,"ELEC.GEN.AOR-SD-99.A",,
"South Dakota : wind","thousand megawatthours","ELEC.GEN.WND-SD-99.A",9376,12129
"South Dakota : all utility-scale solar","thousand megawatthours","ELEC.GEN.SUN-SD-99.A",47,338
"South Dakota : geothermal","thousand megawatthours","ELEC.GEN.GEO-SD-99.A","--","--"
"South Dakota : biomass","thousand megawatthours","ELEC.GEN.BIO-SD-99.A",17,"NM"
"South Dakota : wood and wood-derived fuels","thousand megawatthours","ELEC.GEN.WWW-SD-99.A",16,16
"South Dakota : other biomass","thousand megawatthours","ELEC.GEN.WAS-SD-99.A",1,"NM"
"South Dakota : hydro-electric pumped storage","thousand megawatthours","ELEC.GEN.HPS-SD-99.A","--","--"
"South Dakota : other","thousand megawatthours","ELEC.GEN.OTH-SD-99.A",0,0
"South Dakota : all solar","thousand megawatthours","ELEC.GEN.TSN-SD-99.A",50,346
"South Dakota : small-scale solar photovoltaic","thousand megawatthours","ELEC.GEN.DPV-SD-99.A",4,7
"South Dakota : all utility-scale solar","thousand megawatthours","ELEC.GEN.SUN-SD-99.A",47,338
"South Atlantic",,"ELEC.GEN..A",,
"South Atlantic : all fuels (utility-scale)","thousand megawatthours","ELEC.GEN.ALL-SAT-99.A",800717,835383
"South Atlantic : coal","thousand megawatthours","ELEC.GEN.COW-SAT-99.A",105731,107289
"South Atlantic : petroleum liquids","thousand megawatthours","ELEC.GEN.PEL-SAT-99.A",942,1187
"South Atlantic : petroleum coke","thousand megawatthours","ELEC.GEN.PC-SAT-99.A",1036,662
"South Atlantic : natural gas","thousand megawatthours","ELEC.GEN.NG-SAT-99.A",406807,422979
"South Atlantic : other gases","thousand megawatthours","ELEC.GEN.OOG-SAT-99.A",204,261
"South Atlantic : nuclear","thousand megawatthours","ELEC.GEN.NUC-SAT-99.A",209922,217862
"South Atlantic : conventional hydroelectric","thousand megawatthours","ELEC.GEN.HYC-SAT-99.A",14291,14695
"South Atlantic : other renewables",,"ELEC.GEN.AOR-SAT-99.A",,
"South Atlantic : wind","thousand megawatthours","ELEC.GEN.WND-SAT-99.A",3151,3144
"South Atlantic : all utility-scale solar","thousand megawatthours","ELEC.GEN.SUN-SAT-99.A",42375,51244
"South Atlantic : geothermal","thousand megawatthours","ELEC.GEN.GEO-SAT-99.A","--","--"
"South Atlantic : biomass","thousand megawatthours","ELEC.GEN.BIO-SAT-99.A",15325,15387
"South Atlantic : wood and wood-derived fuels","thousand megawatthours","ELEC.GEN.WWW-SAT-99.A",11299,11637
"South Atlantic : other biomass","thousand megawatthours","ELEC.GEN.WAS-SAT-99.A",4026,3750
"South Atlantic : hydro-electric pumped storage","thousand megawatthours","ELEC.GEN.HPS-SAT-99.A",-2573,-2544
"South Atlantic : other","thousand megawatthours","ELEC.GEN.OTH-SAT-99.A",3508,3217
"South Atlantic : all solar","thousand megawatthours","ELEC.GEN.TSN-SAT-99.A",50516,61037
"South Atlantic : small-scale solar photovoltaic","thousand megawatthours","ELEC.GEN.DPV-SAT-99.A",8141,9792
"South Atlantic : all utility-scale solar","thousand megawatthours","ELEC.GEN.SUN-SAT-99.A",42375,51244
"Delaware",,"ELEC.GEN..A",,
"Delaware : all fuels (utility-scale)","thousand megawatthours","ELEC.GEN.ALL-DE-99.A",4772,4723
"Delaware : coal","thousand megawatthours","ELEC.GEN.COW-DE-99.A",-6,144
"Delaware : petroleum liquids","thousand megawatthours","ELEC.GEN.PEL-DE-99.A",-2,"NM"
"Delaware : petroleum coke","thousand megawatthours","ELEC.GEN.PC-DE-99.A",0,0
"Delaware : natural gas","thousand megawatthours","ELEC.GEN.NG-DE-99.A",4383,4104
"Delaware : other gases","thousand megawatthours","ELEC.GEN.OOG-DE-99.A",172,221
"Delaware : nuclear","thousand megawatthours","ELEC.GEN.NUC-DE-99.A","--","--"
"Delaware : conventional hydroelectric","thousand megawatthours","ELEC.GEN.HYC-DE-99.A","--","--"
"Delaware : other renewables",,"ELEC.GEN.AOR-DE-99.A",,
"Delaware : wind","thousand megawatthours","ELEC.GEN.WND-DE-99.A",4,3
"Delaware : all utility-scale solar","thousand megawatthours","ELEC.GEN.SUN-DE-99.A",155,167
"Delaware : geothermal","thousand megawatthours","ELEC.GEN.GEO-DE-99.A","--","--"
"Delaware : biomass","thousand megawatthours","ELEC.GEN.BIO-DE-99.A",66,62
